question,uid,topical_hit
What are the key findings in this chest X-ray report?,304,True
What abnormality is present according to the report?,304,True
Is there any atelectasis?,304,True
What are the key findings in this chest X-ray report?,305,True
What abnormality is present according to the report?,305,True
Is there any cardiomegaly?,305,True
What are the key findings in this chest X-ray report?,306,True
What abnormality is present according to the report?,306,True
Is the heart size normal?,306,True
What are the key findings in this chest X-ray report?,307,True
What abnormality is present according to the report?,307,True
Is the heart size normal?,307,True
What are the key findings in this chest X-ray report?,308,True
What abnormality is present according to the report?,308,True
Is there any opacity?,308,True
What are the key findings in this chest X-ray report?,309,True
What abnormality is present according to the report?,309,True
Is the heart size normal?,309,True
What are the key findings in this chest X-ray report?,310,True
What abnormality is present according to the report?,310,True
Is the heart size normal?,310,True
What are the key findings in this chest X-ray report?,312,True
What abnormality is present according to the report?,312,True
What are the key findings in this chest X-ray report?,313,True
What abnormality is present according to the report?,313,True
Is there any effusion?,313,True
Is there any opacity?,313,True
What are the key findings in this chest X-ray report?,314,True
What abnormality is present according to the report?,314,True
What are the key findings in this chest X-ray report?,315,True
What abnormality is present according to the report?,315,True
What are the key findings in this chest X-ray report?,316,True
What abnormality is present according to the report?,316,True
What are the key findings in this chest X-ray report?,317,True
