question,uid,hit
What abnormality is present according to the report?,304,False
Is there any atelectasis?,304,False
What are the key findings in this chest X-ray report?,305,False
What abnormality is present according to the report?,305,False
Is there any cardiomegaly?,305,False
What are the key findings in this chest X-ray report?,306,False
What abnormality is present according to the report?,306,False
Is the heart size normal?,306,False
What are the key findings in this chest X-ray report?,307,False
What abnormality is present according to the report?,307,False
Is the heart size normal?,307,False
What are the key findings in this chest X-ray report?,308,False
What abnormality is present according to the report?,308,False
Is there any opacity?,308,False
What are the key findings in this chest X-ray report?,309,False
What abnormality is present according to the report?,309,False
Is the heart size normal?,309,False
What are the key findings in this chest X-ray report?,310,False
What abnormality is present according to the report?,310,False
